"id","response","ip_address","response_no","plot_location","start_time","end_time","time_taken","conf_level","choice_reason","sample_size","param_value","test_param","p_value","pic_id","pic_name","experiment","difficulty","description","age","gender","academic_study"
2,"FALSE","208.96.107.73",2,19,"2012-06-17 10:06:18","2012-06-17 10:06:51",33,2,"1",30,"100_0_1","p_noise_d",NA,"1271","plot_large_p_small_n_30_100_0_1_1.png","turk7","2","turk7",4,2,3
2,"FALSE","208.96.107.73",15,1,"2012-06-17 10:05:43","2012-06-17 10:06:02",19,2,"1",30,"100_1_1","p_noise_d",NA,"1288","plot_large_p_small_n_30_100_1_1_3.png","turk7","4","turk7",4,2,3
3,"FALSE","180.215.2.232",11,5,"2012-06-17 11:18:56","2012-06-17 11:24:19",323,5,"5",30,"20_1_1","p_noise_d",NA,"1275","plot_large_p_small_n_30_20_1_1_2.png","turk7","4","turk7",10,1,1
3,"FALSE","180.215.2.232",15,6,"2012-06-17 11:27:40","2012-06-17 11:27:56",16,5,"5",30,"100_1_1","p_noise_d",NA,"1287","plot_large_p_small_n_30_100_1_1_2.png","turk7","4","turk7",10,1,1
3,"FALSE","180.215.2.232",7,1,"2012-06-17 11:28:32","2012-06-17 11:28:57",25,5,"5",50,"40_0_2","p_noise_d",NA,"1321","plot_wasp_30_40_0_2_3.png","turk7","5","turk7",10,1,1
3,"FALSE","180.215.2.232",6,9,"2012-06-17 11:29:33","2012-06-17 11:29:48",15,5,"5",30,"40_0_1","p_noise_d",NA,"1263","plot_large_p_small_n_30_40_0_1_2.png","turk7","2","turk7",10,1,1
3,"FALSE","180.215.2.232",20,4,"2012-06-17 11:26:36","2012-06-17 11:27:14",38,5,"5",30,"40_0_1","p_noise_d",NA,"1264","plot_large_p_small_n_30_40_0_1_3.png","turk7","2","turk7",10,1,1
3,"FALSE","180.215.2.232",1,12,"2012-06-17 11:28:03","2012-06-17 11:28:26",23,5,"5",30,"80_0_2","p_noise_d",NA,"1299","plot_large_p_small_n_30_80_0_2_2.png","turk7","3","turk7",10,1,1
3,"TRUE","180.215.2.232",10,10,"2012-06-17 11:31:27","2012-06-17 11:31:53",26,5,"5",30,"10_0_1","p_noise_d",NA,"1249","plot_large_p_small_n_30_10_0_1_1.png","turk7","0","turk7",10,1,1
3,"TRUE","180.215.2.232",9,9,"2012-06-17 11:29:06","2012-06-17 11:29:25",19,5,"5",30,"20_0_1","p_noise_d",NA,"1260","plot_large_p_small_n_30_20_0_1_2.png","turk7","1","turk7",10,1,1
3,"FALSE","180.215.2.232",1,9,"2012-06-17 11:30:19","2012-06-17 11:31:20",61,5,"5",30,"40_0_2","p_noise_d",NA,"1292","plot_large_p_small_n_30_40_0_2_1.png","turk7","3","turk7",10,1,1
3,"FALSE","180.215.2.232",1,20,"2012-06-17 11:27:20","2012-06-17 11:27:34",14,5,"5",30,"80_1_1","p_noise_d",NA,"1283","plot_large_p_small_n_30_80_1_1_1.png","turk7","4","turk7",10,1,1
4,"TRUE","50.105.157.217",12,12,"2012-06-17 12:24:53","2012-06-17 12:25:16",23,5,"1",30,"10_0_1","p_noise_d",NA,"1252","plot_large_p_small_n_30_10_0_1_4.png","turk7","0","turk7",7,2,3
4,"FALSE","50.105.157.217",11,9,"2012-06-17 12:21:39","2012-06-17 12:22:54",75,4,"13",50,"40_1_2","p_noise_d",NA,"1323","plot_wasp_30_40_1_2_2.png","turk7","5","turk7",7,2,3
4,"FALSE","50.105.157.217",3,10,"2012-06-17 12:23:15","2012-06-17 12:24:13",58,4,"1",30,"20_1_2","p_noise_d",NA,"1304","plot_large_p_small_n_30_20_1_2_1.png","turk7","4","turk7",7,2,3
4,"FALSE","50.105.157.217",13,15,"2012-06-17 12:27:49","2012-06-17 12:28:42",53,4,"1",30,"80_0_1","p_noise_d",NA,"1269","plot_large_p_small_n_30_80_0_1_2.png","turk7","2","turk7",7,2,3
4,"FALSE","50.105.157.217",6,15,"2012-06-17 12:25:18","2012-06-17 12:26:00",42,4,"13",30,"60_0_2","p_noise_d",NA,"1297","plot_large_p_small_n_30_60_0_2_3.png","turk7","3","turk7",7,2,3
4,"FALSE","50.105.157.217",3,10,"2012-06-17 12:26:03","2012-06-17 12:27:07",64,5,"1",30,"60_1_1","p_noise_d",NA,"1280","plot_large_p_small_n_30_60_1_1_1.png","turk7","4","turk7",7,2,3
4,"TRUE","50.105.157.217",10,10,"2012-06-17 12:27:11","2012-06-17 12:27:46",35,4,"1",30,"40_0_1","p_noise_d",NA,"1262","plot_large_p_small_n_30_40_0_1_1.png","turk7","2","turk7",7,2,3
4,"FALSE","50.105.157.217",2,9,"2012-06-17 12:24:18","2012-06-17 12:24:50",32,4,"13",30,"100_1_2","p_noise_d",NA,"1317","plot_large_p_small_n_30_100_1_2_2.png","turk7","4","turk7",7,2,3
5,"FALSE","24.14.238.165",19,2,"2012-06-17 10:15:45","2012-06-17 10:16:35",50,4,"1",50,"40_0_2","p_noise_d",NA,"1320","plot_wasp_30_40_0_2_2.png","turk7","5","turk7",8,2,5
5,"FALSE","24.14.238.165",1,12,"2012-06-17 10:19:05","2012-06-17 10:19:32",27,3,"1",30,"80_0_2","p_noise_d",NA,"1299","plot_large_p_small_n_30_80_0_2_2.png","turk7","3","turk7",8,2,5
5,"FALSE","24.14.238.165",11,18,"2012-06-17 10:17:56","2012-06-17 10:18:29",33,4,"1",30,"80_0_1","p_noise_d",NA,"1268","plot_large_p_small_n_30_80_0_1_1.png","turk7","2","turk7",8,2,5
5,"TRUE","24.14.238.165",6,6,"2012-06-17 10:20:42","2012-06-17 10:20:57",15,5,"1",30,"10_0_1","p_noise_d",NA,"1250","plot_large_p_small_n_30_10_0_1_2.png","turk7","0","turk7",8,2,5
5,"FALSE","24.14.238.165",8,5,"2012-06-17 10:16:39","2012-06-17 10:17:53",74,3,"2",30,"20_1_1","p_noise_d",NA,"1274","plot_large_p_small_n_30_20_1_1_1.png","turk7","4","turk7",8,2,5
5,"TRUE","24.14.238.165",5,5,"2012-06-17 10:19:52","2012-06-17 10:20:19",27,4,"1",30,"60_0_1","p_noise_d",NA,"1266","plot_large_p_small_n_30_60_0_1_2.png","turk7","2","turk7",8,2,5
5,"TRUE","24.14.238.165",16,16,"2012-06-17 10:18:32","2012-06-17 10:19:03",31,3,"1",30,"100_0_2","p_noise_d",NA,"1302","plot_large_p_small_n_30_100_0_2_2.png","turk7","3","turk7",8,2,5
5,"TRUE","24.14.238.165",9,9,"2012-06-17 10:20:24","2012-06-17 10:20:40",16,4,"1",30,"20_0_1","p_noise_d",NA,"1260","plot_large_p_small_n_30_20_0_1_2.png","turk7","1","turk7",8,2,5
5,"FALSE","24.14.238.165",3,10,"2012-06-17 10:13:30","2012-06-17 10:15:09",99,4,"1",30,"60_1_1","p_noise_d",NA,"1280","plot_large_p_small_n_30_60_1_1_1.png","turk7","4","turk7",8,2,5
5,"FALSE","24.14.238.165",14,20,"2012-06-17 10:19:34","2012-06-17 10:19:50",16,4,"1",30,"60_1_1","p_noise_d",NA,"1281","plot_large_p_small_n_30_60_1_1_2.png","turk7","4","turk7",8,2,5
6,"FALSE","117.195.201.89",2,12,"2012-06-17 10:50:37","2012-06-17 10:51:07",30,2,"3",30,"40_1_2","p_noise_d",NA,"1307","plot_large_p_small_n_30_40_1_2_1.png","turk7","4","turk7",7,1,5
6,"TRUE","117.195.201.89",18,18,"2012-06-17 10:25:03","2012-06-17 10:25:59",56,1,"23",30,"60_0_1","p_noise_d",NA,"1265","plot_large_p_small_n_30_60_0_1_1.png","turk7","2","turk7",7,1,5
6,"TRUE","117.195.201.89",6,6,"2012-06-17 11:00:27","2012-06-17 11:01:05",38,2,"2",30,"20_0_2","p_noise_d",NA,"1290","plot_large_p_small_n_30_20_0_2_2.png","turk7","1","turk7",7,1,5
6,"FALSE","117.195.201.89",5,2,"2012-06-17 10:40:59","2012-06-17 10:42:11",72,3,"3",50,"40_0_2","p_noise_d",NA,"1320","plot_wasp_30_40_0_2_2.png","turk7","5","turk7",7,1,5
6,"FALSE","117.195.201.89",20,8,"2012-06-17 10:46:07","2012-06-17 10:47:00",53,2,"1",30,"80_1_2","p_noise_d",NA,"1315","plot_large_p_small_n_30_80_1_2_3.png","turk7","4","turk7",7,1,5
6,"FALSE","117.195.201.89",2,19,"2012-06-17 10:52:20","2012-06-17 10:53:00",40,2,"1",30,"100_0_1","p_noise_d",NA,"1271","plot_large_p_small_n_30_100_0_1_1.png","turk7","2","turk7",7,1,5
6,"FALSE","117.195.201.89",17,2,"2012-06-17 10:48:33","2012-06-17 10:49:24",51,2,"3",30,"20_1_1","p_noise_d",NA,"1276","plot_large_p_small_n_30_20_1_1_3.png","turk7","4","turk7",7,1,5
6,"FALSE","117.195.201.89",19,1,"2012-06-17 10:49:41","2012-06-17 10:50:23",42,3,"1",50,"40_0_2","p_noise_d",NA,"1321","plot_wasp_30_40_0_2_3.png","turk7","5","turk7",7,1,5
6,"TRUE","117.195.201.89",5,5,"2012-06-17 10:29:06","2012-06-17 10:29:42",36,2,"1",30,"80_0_1","p_noise_d",NA,"1270","plot_large_p_small_n_30_80_0_1_3.png","turk7","2","turk7",7,1,5
6,"FALSE","117.195.201.89",3,1,"2012-06-17 10:39:05","2012-06-17 10:40:23",78,2,"2",30,"100_1_2","p_noise_d",NA,"1318","plot_large_p_small_n_30_100_1_2_3.png","turk7","4","turk7",7,1,5
6,"TRUE","117.195.201.89",20,20,"2012-06-17 10:32:53","2012-06-17 10:34:00",67,2,"4",30,"80_0_2","p_noise_d",NA,"1300","plot_large_p_small_n_30_80_0_2_3.png","turk7","3","turk7",7,1,5
6,"TRUE","117.195.201.89",1,1,"2012-06-17 10:57:08","2012-06-17 10:57:29",21,2,"1",30,"20_0_2","p_noise_d",NA,"1291","plot_large_p_small_n_30_20_0_2_3.png","turk7","1","turk7",7,1,5
6,"FALSE","117.195.201.89",2,19,"2012-06-17 10:53:15","2012-06-17 10:54:21",66,2,"1",30,"100_0_1","p_noise_d",NA,"1271","plot_large_p_small_n_30_100_0_1_1.png","turk7","2","turk7",7,1,5
6,"FALSE","117.195.201.89",20,9,"2012-06-17 10:56:13","2012-06-17 10:56:45",32,3,"3",50,"40_1_2","p_noise_d",NA,"1323","plot_wasp_30_40_1_2_2.png","turk7","5","turk7",7,1,5
6,"TRUE","117.195.201.89",13,13,"2012-06-17 10:57:43","2012-06-17 10:58:19",36,2,"4",30,"100_0_2","p_noise_d",NA,"1301","plot_large_p_small_n_30_100_0_2_1.png","turk7","3","turk7",7,1,5
6,"TRUE","117.195.201.89",6,6,"2012-06-17 10:26:23","2012-06-17 10:26:55",32,1,"4",30,"20_0_2","p_noise_d",NA,"1290","plot_large_p_small_n_30_20_0_2_2.png","turk7","1","turk7",7,1,5
6,"FALSE","117.195.201.89",3,8,"2012-06-17 10:43:56","2012-06-17 10:44:50",54,4,"3",50,"40_0_2","p_noise_d",NA,"1319","plot_wasp_30_40_0_2_1.png","turk7","5","turk7",7,1,5
6,"TRUE","117.195.201.89",14,14,"2012-06-17 10:58:38","2012-06-17 10:59:18",40,3,"3",50,"40_1_2","p_noise_d",NA,"1322","plot_wasp_30_40_1_2_1.png","turk7","5","turk7",7,1,5
6,"TRUE","117.195.201.89",6,6,"2012-06-17 10:45:22","2012-06-17 10:45:48",26,1,"1",30,"10_0_1","p_noise_d",NA,"1250","plot_large_p_small_n_30_10_0_1_2.png","turk7","0","turk7",7,1,5
6,"TRUE","117.195.201.89",12,12,"2012-06-17 10:30:10","2012-06-17 10:30:36",26,1,"1",30,"10_0_1","p_noise_d",NA,"1252","plot_large_p_small_n_30_10_0_1_4.png","turk7","0","turk7",7,1,5
6,"FALSE","117.195.201.89",9,8,"2012-06-17 10:47:17","2012-06-17 10:48:16",59,2,"1",30,"40_1_1","p_noise_d",NA,"1279","plot_large_p_small_n_30_40_1_1_3.png","turk7","4","turk7",7,1,5
6,"FALSE","117.195.201.89",2,20,"2012-06-17 10:42:33","2012-06-17 10:43:37",64,2,"1",30,"60_1_1","p_noise_d",NA,"1281","plot_large_p_small_n_30_60_1_1_2.png","turk7","4","turk7",7,1,5
6,"FALSE","117.195.201.89",6,2,"2012-06-17 10:31:08","2012-06-17 10:32:37",89,2,"3",50,"40_0_2","p_noise_d",NA,"1320","plot_wasp_30_40_0_2_2.png","turk7","5","turk7",7,1,5
6,"FALSE","117.195.201.89",9,1,"2012-06-17 10:34:18","2012-06-17 10:35:52",94,2,"1",30,"100_1_2","p_noise_d",NA,"1318","plot_large_p_small_n_30_100_1_2_3.png","turk7","4","turk7",7,1,5
6,"FALSE","117.195.201.89",8,10,"2012-06-17 11:03:52","2012-06-17 11:04:36",44,3,"3",30,"20_1_2","p_noise_d",NA,"1304","plot_large_p_small_n_30_20_1_2_1.png","turk7","4","turk7",7,1,5
6,"FALSE","117.195.201.89",3,11,"2012-06-17 10:27:32","2012-06-17 10:28:58",86,1,"2",30,"60_1_2","p_noise_d",NA,"1312","plot_large_p_small_n_30_60_1_2_3.png","turk7","4","turk7",7,1,5
6,"FALSE","117.195.201.89",5,4,"2012-06-17 10:37:51","2012-06-17 10:38:49",58,1,"2",30,"40_1_2","p_noise_d",NA,"1308","plot_large_p_small_n_30_40_1_2_2.png","turk7","4","turk7",7,1,5
6,"FALSE","117.195.201.89",15,14,"2012-06-17 10:54:35","2012-06-17 10:55:22",47,2,"2",30,"60_1_2","p_noise_d",NA,"1311","plot_large_p_small_n_30_60_1_2_2.png","turk7","4","turk7",7,1,5
6,"TRUE","117.195.201.89",19,19,"2012-06-17 10:36:08","2012-06-17 10:37:38",90,3,"4",30,"80_0_2","p_noise_d",NA,"1298","plot_large_p_small_n_30_80_0_2_1.png","turk7","3","turk7",7,1,5
6,"TRUE","117.195.201.89",6,6,"2012-06-17 10:51:45","2012-06-17 10:52:05",20,2,"1",30,"10_0_1","p_noise_d",NA,"1250","plot_large_p_small_n_30_10_0_1_2.png","turk7","0","turk7",7,1,5
7,"FALSE","98.192.113.11",6,4,"2012-06-17 10:05:38","2012-06-17 10:06:22",44,3,"1",30,"40_1_2","p_noise_d",NA,"1308","plot_large_p_small_n_30_40_1_2_2.png","turk7","4","turk7",8,2,2
7,"FALSE","98.192.113.11",11,9,"2012-06-17 10:06:37","2012-06-17 10:07:03",26,3,"1",30,"60_1_1","p_noise_d",NA,"1282","plot_large_p_small_n_30_60_1_1_3.png","turk7","4","turk7",8,2,2
8,"FALSE","111.92.8.36",20,5,"2012-06-17 10:18:48","2012-06-17 10:19:15",27,3,"2",30,"60_0_1","p_noise_d",NA,"1266","plot_large_p_small_n_30_60_0_1_2.png","turk7","2","turk7",4,1,4
8,"FALSE","111.92.8.36",12,15,"2012-06-17 10:21:00","2012-06-17 10:21:10",10,3,"3",30,"20_1_2","p_noise_d",NA,"1305","plot_large_p_small_n_30_20_1_2_2.png","turk7","4","turk7",4,1,4
8,"FALSE","111.92.8.36",14,9,"2012-06-17 10:19:45","2012-06-17 10:20:01",16,3,"4",30,"100_1_2","p_noise_d",NA,"1317","plot_large_p_small_n_30_100_1_2_2.png","turk7","4","turk7",4,1,4
8,"FALSE","111.92.8.36",10,9,"2012-06-17 10:20:04","2012-06-17 10:20:15",11,3,"3",50,"40_1_2","p_noise_d",NA,"1323","plot_wasp_30_40_1_2_2.png","turk7","5","turk7",4,1,4
8,"FALSE","111.92.8.36",11,9,"2012-06-17 10:21:13","2012-06-17 10:21:22",9,3,"3",30,"40_0_2","p_noise_d",NA,"1292","plot_large_p_small_n_30_40_0_2_1.png","turk7","3","turk7",4,1,4
8,"FALSE","111.92.8.36",4,1,"2012-06-17 10:19:19","2012-06-17 10:19:42",23,2,"1",30,"20_0_2","p_noise_d",NA,"1291","plot_large_p_small_n_30_20_0_2_3.png","turk7","1","turk7",4,1,4
8,"FALSE","111.92.8.36",16,12,"2012-06-17 10:20:36","2012-06-17 10:20:46",10,3,"3",30,"80_0_2","p_noise_d",NA,"1299","plot_large_p_small_n_30_80_0_2_2.png","turk7","3","turk7",4,1,4
8,"FALSE","111.92.8.36",6,14,"2012-06-17 10:17:42","2012-06-17 10:18:15",33,3,"2",30,"10_0_2","p_noise_d",NA,"1257","plot_large_p_small_n_30_10_0_2_4.png","turk7","0","turk7",4,1,4
8,"FALSE","111.92.8.36",7,1,"2012-06-17 10:20:49","2012-06-17 10:20:57",8,3,"2",30,"100_1_1","p_noise_d",NA,"1288","plot_large_p_small_n_30_100_1_1_3.png","turk7","4","turk7",4,1,4
8,"FALSE","111.92.8.36",6,19,"2012-06-17 10:20:21","2012-06-17 10:20:32",11,2,"2",30,"100_0_1","p_noise_d",NA,"1271","plot_large_p_small_n_30_100_0_1_1.png","turk7","2","turk7",4,1,4
9,"FALSE","106.77.227.228",16,5,"2012-06-17 10:01:41","2012-06-17 10:02:08",27,1,"1",30,"60_0_1","p_noise_d",NA,"1266","plot_large_p_small_n_30_60_0_1_2.png","turk7","2","turk7",2,1,5
9,"TRUE","106.77.227.228",11,11,"2012-06-17 10:03:49","2012-06-17 10:04:15",26,1,"2",30,"60_0_2","p_noise_d",NA,"1295","plot_large_p_small_n_30_60_0_2_1.png","turk7","3","turk7",2,1,5
9,"TRUE","106.77.227.228",4,4,"2012-06-17 10:02:15","2012-06-17 10:02:31",16,1,"1",30,"40_0_1","p_noise_d",NA,"1264","plot_large_p_small_n_30_40_0_1_3.png","turk7","2","turk7",2,1,5
9,"FALSE","106.77.227.228",3,1,"2012-06-17 09:58:59","2012-06-17 09:59:48",49,1,"1",30,"100_1_2","p_noise_d",NA,"1318","plot_large_p_small_n_30_100_1_2_3.png","turk7","4","turk7",2,1,5
9,"FALSE","106.77.227.228",1,12,"2012-06-17 09:58:05","2012-06-17 09:58:44",39,1,"1",30,"40_1_2","p_noise_d",NA,"1307","plot_large_p_small_n_30_40_1_2_1.png","turk7","4","turk7",2,1,5
9,"TRUE","106.77.227.228",1,1,"2012-06-17 10:02:55","2012-06-17 10:03:16",21,1,"2",30,"20_0_2","p_noise_d",NA,"1291","plot_large_p_small_n_30_20_0_2_3.png","turk7","1","turk7",2,1,5
9,"FALSE","106.77.227.228",2,14,"2012-06-17 10:00:34","2012-06-17 10:01:23",49,1,"1",50,"40_1_2","p_noise_d",NA,"1322","plot_wasp_30_40_1_2_1.png","turk7","5","turk7",2,1,5
9,"TRUE","106.77.227.228",6,6,"2012-06-17 10:04:28","2012-06-17 10:04:44",16,1,"2",30,"10_0_2","p_noise_d",NA,"1255","plot_large_p_small_n_30_10_0_2_2.png","turk7","0","turk7",2,1,5
9,"FALSE","106.77.227.228",5,12,"2012-06-17 09:59:59","2012-06-17 10:00:26",27,1,"1",30,"40_1_1","p_noise_d",NA,"1277","plot_large_p_small_n_30_40_1_1_1.png","turk7","4","turk7",2,1,5
9,"FALSE","106.77.227.228",1,12,"2012-06-17 10:03:26","2012-06-17 10:03:41",15,1,"2",30,"80_0_2","p_noise_d",NA,"1299","plot_large_p_small_n_30_80_0_2_2.png","turk7","3","turk7",2,1,5
10,"TRUE","117.216.101.165",11,11,"2012-06-17 10:04:29","2012-06-17 10:07:17",168,4,"13",30,"60_0_2","p_noise_d",NA,"1295","plot_large_p_small_n_30_60_0_2_1.png","turk7","3","turk7",2,1,5
10,"TRUE","117.216.101.165",14,14,"2012-06-17 10:03:49","2012-06-17 10:04:26",37,4,"13",30,"10_0_2","p_noise_d",NA,"1257","plot_large_p_small_n_30_10_0_2_4.png","turk7","0","turk7",2,1,5
10,"TRUE","117.216.101.165",9,9,"2012-06-17 10:00:17","2012-06-17 10:00:38",21,5,"1",30,"20_0_2","p_noise_d",NA,"1289","plot_large_p_small_n_30_20_0_2_1.png","turk7","1","turk7",2,1,5
10,"FALSE","117.216.101.165",16,6,"2012-06-17 09:58:36","2012-06-17 09:59:04",28,4,"1",30,"100_1_1","p_noise_d",NA,"1287","plot_large_p_small_n_30_100_1_1_2.png","turk7","4","turk7",2,1,5
10,"TRUE","117.216.101.165",11,11,"2012-06-17 10:03:19","2012-06-17 10:03:46",27,5,"1",30,"40_0_2","p_noise_d",NA,"1293","plot_large_p_small_n_30_40_0_2_2.png","turk7","3","turk7",2,1,5
10,"TRUE","117.216.101.165",9,9,"2012-06-17 10:01:07","2012-06-17 10:03:13",126,4,"1",30,"40_0_1","p_noise_d",NA,"1263","plot_large_p_small_n_30_40_0_1_2.png","turk7","2","turk7",2,1,5
10,"FALSE","117.216.101.165",15,10,"2012-06-17 09:59:10","2012-06-17 10:00:12",62,3,"1",30,"20_1_2","p_noise_d",NA,"1304","plot_large_p_small_n_30_20_1_2_1.png","turk7","4","turk7",2,1,5
10,"FALSE","117.216.101.165",11,9,"2012-06-17 09:57:12","2012-06-17 09:58:14",62,5,"4",50,"40_1_2","p_noise_d",NA,"1323","plot_wasp_30_40_1_2_2.png","turk7","5","turk7",2,1,5
10,"TRUE","117.216.101.165",9,9,"2012-06-17 10:01:07","2012-06-17 10:02:05",58,4,"1",30,"40_0_1","p_noise_d",NA,"1263","plot_large_p_small_n_30_40_0_1_2.png","turk7","2","turk7",2,1,5
10,"FALSE","117.216.101.165",2,12,"2012-06-17 10:07:21","2012-06-17 10:08:21",60,3,"13",30,"40_1_2","p_noise_d",NA,"1307","plot_large_p_small_n_30_40_1_2_1.png","turk7","4","turk7",2,1,5
11,"FALSE","122.173.216.146",15,11,"2012-06-17 10:04:22","2012-06-17 10:05:10",48,1,"1",30,"60_0_2","p_noise_d",NA,"1295","plot_large_p_small_n_30_60_0_2_1.png","turk7","3","turk7",3,2,5
11,"FALSE","122.173.216.146",19,10,"2012-06-17 10:01:41","2012-06-17 10:04:06",145,1,"3",30,"20_1_2","p_noise_d",NA,"1304","plot_large_p_small_n_30_20_1_2_1.png","turk7","4","turk7",3,2,5
11,"TRUE","122.173.216.146",15,15,"2012-06-17 10:00:12","2012-06-17 10:01:28",76,1,"1",30,"100_0_1","p_noise_d",NA,"1273","plot_large_p_small_n_30_100_0_1_3.png","turk7","2","turk7",3,2,5
11,"FALSE","122.173.216.146",7,8,"2012-06-17 09:57:46","2012-06-17 09:59:57",131,1,"1",50,"40_0_2","p_noise_d",NA,"1319","plot_wasp_30_40_0_2_1.png","turk7","5","turk7",3,2,5
12,"TRUE","59.178.45.43",5,5,"2012-06-17 10:16:40","2012-06-17 10:17:22",42,1,"1",30,"80_0_1","p_noise_d",NA,"1270","plot_large_p_small_n_30_80_0_1_3.png","turk7","2","turk7",9,2,5
12,"FALSE","59.178.45.43",10,14,"2012-06-17 10:15:42","2012-06-17 10:16:38",56,2,"1",30,"60_1_2","p_noise_d",NA,"1310","plot_large_p_small_n_30_60_1_2_1.png","turk7","4","turk7",9,2,5
12,"FALSE","59.178.45.43",20,1,"2012-06-17 10:10:59","2012-06-17 10:12:49",110,2,"1",30,"100_1_1","p_noise_d",NA,"1288","plot_large_p_small_n_30_100_1_1_3.png","turk7","4","turk7",9,2,5
