"X1" "X2" "cl" "nbases" ".sample"
"7" -1.22158168712602 1.56520861686141 "1" 99 2
"8" 0.492599260123565 -1.04591222921168 "3" 99 2
"9" 1.27094800445327 0.304756294796743 "2" 99 2
"10" -0.207379269042082 -1.7712094636778 "3" 99 2
"11" 0.749169310822903 -0.508185575159365 "3" 99 2
"12" 1.28456799722855 0.881500878680652 "2" 99 2
"13" -1.2513190088006 0.677503127878065 "1" 99 2
"14" 1.06655326971286 0.0783586587256423 "2" 99 2
"15" 1.50149267883657 0.724072628753837 "2" 99 2
"16" 1.2961003804343 1.33778538148786 "2" 99 2
"17" 0.183656546744135 -1.62205257487286 "3" 99 2
"18" 1.09689656059525 0.0378484249932858 "2" 99 2
"19" 1.67196357969852 0.887620766582352 "2" 99 2
"20" 0.925041095811433 -0.0178670942738335 "2" 99 2
"21" 0.249327878984315 -1.20498704272267 "3" 99 2
"22" -0.259244380279598 -2.06515090852399 "3" 99 2
"23" 0.323725649794536 -1.95087043074786 "3" 99 2
"24" 0.916390240186846 0.525247105830145 "2" 99 2
"25" -1.11122043400098 1.41861790157738 "1" 99 2
"26" -1.37858531145862 1.02901174517235 "1" 99 2
"27" -1.09283385424401 1.3232580940133 "1" 99 2
"28" -0.331313342403517 -1.6446440801121 "3" 99 2
"29" 0.126187499860039 -1.97162366383721 "3" 99 2
"30" 0.0442220179704898 -1.44074915819663 "3" 99 2
"31" 0.792423020542261 -0.378373425933203 "3" 143 3
"32" -0.15662919824758 -1.54543943724275 "2" 143 3
"33" 1.4075324343655 -0.486790568398034 "3" 143 3
"34" 0.155566860358663 1.44196607319989 "1" 143 3
"35" -0.168610902920555 1.4690607991316 "1" 143 3
"36" 0.881039709819921 -0.206672000204285 "3" 143 3
"37" 1.04043006804431 -0.306761516970303 "3" 143 3
"38" 1.0443141147895 0.050047563990786 "3" 143 3
"39" 1.6329811626355 -0.119414018981097 "3" 143 3
"40" -1.16528855544231 -1.39332756993225 "2" 143 3
"41" 0.353791894331776 -0.440208257123085 "3" 143 3
"42" 0.0270234216467487 1.57689545295183 "1" 143 3
"43" -0.600415457469004 -1.1085222655697 "2" 143 3
"44" -0.513148035894195 -1.19355227788651 "2" 143 3
"45" 1.09056609234183 -0.222993649063325 "3" 143 3
"46" -0.126124902301393 1.50898312339837 "1" 143 3
"47" -0.185485229008853 1.77072223483479 "1" 143 3
"48" -0.814306822457374 -0.984843677474983 "2" 143 3
"49" -0.676130196889704 1.36014501496919 "1" 143 3
"50" -0.586881472721505 1.58699215486418 "1" 143 3
"51" 1.33185118479784 -0.286061429680125 "3" 143 3
"52" -0.588004928820621 1.67566179076268 "1" 143 3
"53" 1.07563381162021 -0.113650166158707 "3" 143 3
"54" -0.393262684054418 -1.433009094969 "2" 143 3
"55" -0.218009907901976 1.89104338037502 "1" 143 3
"56" -1.05202417055407 -1.25802776606598 "2" 143 3
"57" -1.25273397974055 -1.49187897115964 "2" 143 3
"58" -0.785612774740256 -1.16431309753241 "2" 143 3
"59" -0.953829764977499 1.12934269319141 "1" 143 3
"60" -0.5966547911522 -1.32702109132436 "2" 143 3
"61" 0.81216748829704 -1.12206921022575 "2" 99 4
"62" 0.721248804300426 1.18032132614229 "1" 99 4
"63" -1.35712450006688 0.0864900267448718 "3" 99 4
"64" -1.39092146161142 -0.211419864529598 "3" 99 4
"65" 0.184586921815106 1.34004097718549 "1" 99 4
"66" 1.42010601154468 -1.18991778287853 "2" 99 4
"67" 0.873592867774999 -1.20959711543126 "2" 99 4
"68" 0.641051375362222 -0.888668350533548 "2" 99 4
"69" 0.562582578799348 1.12929092562955 "1" 99 4
"70" 0.780406616105526 1.36314781920042 "1" 99 4
"71" -1.41143081091523 0.446647016108679 "3" 99 4
"72" 1.07375451065656 -1.52429755001159 "2" 99 4
"73" 0.441989956323131 0.727311868855611 "1" 99 4
"74" -1.67728165714841 -0.254018977595212 "3" 99 4
"75" -1.74466156959235 0.250442428462437 "3" 99 4
"76" 0.555149456702154 0.911438253292126 "1" 99 4
"77" 0.946831274709399 -1.41633940671883 "2" 99 4
"78" 1.33223452171799 -1.5718876565724 "2" 99 4
"79" 0.588496179607758 1.23517310666187 "1" 99 4
"80" 1.09021026598918 -1.39135983929232 "2" 99 4
"81" 0.882201993912278 -0.883683593457381 "2" 99 4
"82" -1.27094942577432 0.129769261520203 "3" 99 4
"83" -1.94952990745071 0.158591166117252 "3" 99 4
"84" -1.54505529090974 0.207329387615632 "3" 99 4
"85" 0.763440467965861 1.03460772525273 "1" 99 4
"86" -1.35953876869049 0.171097042591134 "3" 99 4
"87" 1.09699611153034 -0.910715399175409 "2" 99 4
"88" 0.10828814409767 1.24863123185973 "1" 99 4
"89" 0.752024393134709 0.832575442441093 "1" 99 4
"90" -1.92086654818683 0.12106974074072 "3" 99 4
